Player,Injury,Start Date,Return Date,Days Missed
Stephen Zimmerman Jr.,placed on IL,2016-10-29,2016-11-01,3
Stephen Zimmerman Jr.,placed on IL,2016-11-23,2016-11-25,2
Sterling Brown,placed on IL with sore left foot,2022-01-19,2022-02-10,22
Sterling Brown,placed on IL with NBA health and safety protocols,2022-03-25,2022-04-04,10
Sterling Brown,placed on IL with sprained left ankle,2021-10-28,2021-10-31,3
Sterling Brown,placed on IL with illness,2020-01-24,2020-01-27,3
Sterling Brown,placed on IL with sprained right shoulder,2019-11-29,2019-12-04,5
Sterling Brown,placed on IL with right wrist injury,2019-02-25,2019-03-19,22
Sterling Brown,placed on IL,2018-11-14,2018-11-16,2
Sterling Brown,placed on IL,2017-11-28,2018-04-11,134
Sterling Brown,placed on IL,2017-11-10,2017-11-22,12
Sterling Brown,placed on IL with sore left foot,2021-12-07,2021-12-19,12
Steve Nash,placed on IL with back injury,2014-10-28,2015-04-01,155
Steve Nash,placed on IL with nerve root irritation,2014-03-03,2014-03-21,18
Steve Novak,placed on IL with appendectomy,2015-02-25,2015-03-13,16
Steve Novak,placed on IL,2016-11-06,2016-11-19,13
Steve Novak,placed on IL,2015-10-28,2015-10-30,2
Steve Novak,placed on IL,2015-11-01,2015-11-13,12
Steve Novak,placed on IL,2015-11-23,2015-11-30,7
Steve Novak,placed on IL,2015-12-31,2016-01-04,4
Steve Novak,placed on IL,2016-01-06,2016-01-22,16
Steve Novak,placed on IL,2016-11-01,2016-11-05,4
Steve Novak,placed on IL,2017-01-10,2017-02-01,22
Steve Novak,placed on IL,2016-11-25,2016-11-27,2
Steve Novak,placed on IL,2016-12-01,2016-12-15,14
Steven Adams,placed on IL with toe injury,2021-04-26,2021-04-28,2
Steven Adams,placed on IL with left calf injury,2021-02-01,2021-02-03,2
Steven Adams,placed on IL with bruised lower left leg,2020-08-07,2020-08-12,5
Steven Adams,placed on IL with NBA health and safety protocols,2022-01-07,2022-01-14,7
Steven Adams,placed on IL with bruised right knee,2020-01-17,2020-01-18,1
Steven Adams,placed on IL with toe injury,2021-04-29,2021-05-04,5
Steven Adams,placed on IL with bruised left knee,2019-11-10,2019-11-12,2
Steven Adams,placed on IL with bruised left knee,2019-10-30,2019-11-05,6
Steven Adams,placed on IL with calf injury,2018-10-28,2018-10-30,2
Steven Adams,placed on IL with sprained left ankle,2020-01-22,2020-01-25,3
Steven Adams,placed on IL with bruised right calf,2017-11-10,2017-11-17,7
Steven Adams,placed on IL with right hip injury,2022-12-04,2022-12-05,1
Steven Adams,placed on IL with sore left ankle,2022-04-10,2022-04-15,5
Steven Adams,placed on IL with NBA health and safety protocols,2022-04-28,2022-05-06,8
Steven Adams,placed on IL with sore right ankle,2022-11-07,2022-11-09,2
Steven Adams,placed on IL with bruised left hip,2018-03-13,2018-03-16,3
Steven Adams,placed on IL with fractured right finger,2015-02-09,2015-03-08,27
Steven Adams,placed on IL with illness,2022-12-12,2022-12-15,3
Steven Adams,placed on IL with illness,2023-01-08,2023-01-09,1
Steven Adams,placed on IL with left calf injury,2022-04-01,2022-04-04,3
Steven Adams,placed on IL with concussion,2017-12-16,2017-12-20,4
Sviatoslav Mykhailiuk / Svi Mykhailiuk,placed on IL,2019-03-03,2019-03-13,10
Sviatoslav Mykhailiuk / Svi Mykhailiuk,placed on IL,2019-03-15,2019-03-24,9
Sviatoslav Mykhailiuk / Svi Mykhailiuk,placed on IL with NBA health and safety protocols,2021-03-14,2021-03-16,2
Sviatoslav Mykhailiuk / Svi Mykhailiuk,placed on IL with NBA health and safety protocols,2022-01-04,2022-01-06,2
Sviatoslav Mykhailiuk / Svi Mykhailiuk,placed on IL,2019-03-26,2019-04-01,6
Sviatoslav Mykhailiuk / Svi Mykhailiuk,placed on IL,2019-02-13,2019-03-02,17
T.J. Leaf,placed on IL with sore left calf,2018-02-11,2018-02-23,12
T.J. Leaf,placed on IL with sore right knee,2020-01-24,2020-01-26,2
T.J. Leaf,placed on IL with sprained left ankle,2017-11-05,2017-11-07,2
T.J. Leaf,placed on IL,2017-12-17,2017-12-23,6
T.J. Leaf,placed on IL with sprained right ankle,2018-01-26,2018-01-29,3
T.J. Leaf,placed on IL with illness,2021-05-07,2021-05-08,1
T.J. McConnell,placed on IL with bruised/sprained left shoulder,2017-11-30,2017-12-12,12
T.J. McConnell,placed on IL with right groin injury,2019-11-16,2019-11-23,7
T.J. McConnell,placed on IL with right wrist injury,2021-12-02,2022-04-04,123
T.J. McConnell,placed on IL with illness,2022-12-04,2022-12-07,3
T.J. McConnell,placed on IL with sore back,2023-03-11,2023-03-16,5
T.J. Warren,placed on IL with illness,2018-01-05,2018-01-07,2
T.J. Warren,placed on IL with sore lower back,2018-01-14,2018-01-19,5
T.J. Warren,placed on IL with tailbone injury / concussion,2018-02-28,2018-03-02,2
T.J. Warren,placed on IL with back spasms,2018-03-08,2018-03-13,5
T.J. Warren,placed on IL with lower back spasms,2018-11-04,2018-11-06,2
T.J. Warren,placed on IL with sore right ankle,2018-11-30,2018-12-10,10
T.J. Warren,placed on IL with concussion,2020-02-03,2020-02-08,5
T.J. Warren,placed on IL with left leg injury,2020-03-06,2020-03-08,2
T.J. Warren,placed on IL with sore right foot,2020-08-11,2020-08-18,7
T.J. Warren,placed on IL with foot injury,2022-10-19,2022-12-02,44
T.J. Warren,placed on IL with fractured left thumb,2014-10-29,2014-11-09,11
T.J. Warren,placed on IL with bruised left shin,2023-01-28,2023-02-06,9
T.J. Warren,placed on IL with illness,2015-11-18,2015-11-20,2
T.J. Warren,placed on IL with illness,2017-04-02,2017-04-05,3
T.J. Warren,placed on IL with illness,2016-11-19,2016-12-17,28
T.J. Warren,placed on IL,2015-02-05,2015-02-08,3
T.J. Warren,placed on IL,2015-01-23,2015-01-25,2
T.J. Warren,placed on IL,2014-11-14,2014-11-17,3
Tacko Fall,placed on IL with concussion,2019-10-26,2019-10-26,0
Tacko Fall,placed on IL with sprained left ankle,2021-01-17,2021-01-19,2
Tacko Fall,placed on IL with eye injury,2020-12-22,2020-12-30,8
Taj Gibson,placed on IL with sprained left ankle,2014-11-01,2014-11-04,3
Taj Gibson,placed on IL with sprained right ankle,2014-12-18,2014-12-22,4
Taj Gibson,placed on IL with illness,2015-02-23,2015-02-25,2
Taj Gibson,placed on IL with sore left ankle,2017-01-17,2017-01-20,3
Taj Gibson,placed on IL with groin injury,2021-11-20,2021-11-30,10
Taj Gibson,placed on IL with illness,2017-03-31,2017-04-02,2
Taj Gibson,placed on IL with strained left calf,2019-04-03,2019-04-10,7
Taj Gibson,placed on IL with neck injury,2022-11-12,2022-11-16,4
Taj Gibson,placed on IL with sore left ankle,2017-01-29,2017-02-01,3
Taj Gibson,placed on IL,2014-11-24,2014-12-06,12
Taj Gibson,placed on IL with sore left ankle,2015-03-01,2015-03-20,19
Talen Horton-Tucker,placed on IL with surgery on right thumb,2021-10-18,2021-11-14,27
Talen Horton-Tucker,placed on IL with strained right calf,2021-05-06,2021-05-09,3
Talen Horton-Tucker,placed on IL with NBA health and safety protocols,2021-12-14,2021-12-21,7
Talen Horton-Tucker,placed on IL with sprained left ankle,2022-03-21,2022-03-27,6
Talen Horton-Tucker,placed on IL with sprained right ankle,2023-01-08,2023-01-13,5
Tarik Black,placed on IL with thigh injury,2014-11-04,2014-11-06,2
Tarik Black,placed on IL,2015-12-02,2016-01-03,32
Tarik Black,placed on IL,2016-01-08,2016-01-12,4
Tarik Black,placed on IL,2016-01-29,2016-02-02,4
Tarik Black,placed on IL with sprained right ankle,2016-12-11,2016-12-16,5
Tarik Black,placed on IL with sore right ankle,2016-12-20,2016-12-23,3
Tarik Black,placed on IL with sprained right ankle / illness,2017-03-17,2017-03-19,2
Tarik Black,placed on IL with knee injury,2017-04-02,2017-04-05,3
Taurean Prince,placed on IL,2017-01-01,2017-01-07,6
Taurean Prince,placed on IL with right Achilles injury,2018-11-17,2018-11-19,2
Taurean Prince,placed on IL with left ankle injury,2018-12-05,2019-01-13,39
Taurean Prince,placed on IL with sprained right ankle,2018-11-06,2018-11-07,1
Taurean Prince,placed on IL,2021-01-13,2021-01-20,7
Taurean Prince,placed on IL with left shoulder injury,2021-03-12,2021-03-29,17
Taurean Prince,placed on IL with foot injury,2019-03-29,2019-04-03,5
Taurean Prince,placed on IL with NBA health and safety protocols,2021-12-17,2021-12-31,14
Tayshaun Prince,placed on IL with sprained left ankle,2014-04-06,2014-04-13,7
Tayshaun Prince,placed on IL,2015-01-14,2015-01-19,5
Terance Mann,placed on IL,2020-01-30,2020-02-01,2
Terance Mann,placed on IL,2020-02-03,2020-02-08,5
Terance Mann,placed on IL with sprained left ankle,2021-11-16,2021-11-18,2
Terance Mann,placed on IL,2019-12-17,2020-01-05,19
Terence Davis,placed on IL with sore left ankle,2021-11-10,2021-11-12,2
Terence Davis,placed on IL with NBA health and safety protocols,2021-12-15,2021-12-25,10
Terence Davis,placed on IL with sore left ankle,2021-12-31,2022-01-07,7
Terrance Ferguson,placed on IL with concussion,2018-03-10,2018-03-12,2
Terrance Ferguson,placed on IL with sprained left ankle,2018-11-23,2018-12-03,10
Terrance Ferguson,placed on IL with back spasms,2019-01-29,2019-02-01,3
Terrance Ferguson,placed on IL with right hip injury,2019-12-06,2019-12-16,10
Terrance Ferguson,placed on IL with illness,2020-01-18,2020-02-05,18
Terrance Ferguson,placed on IL with NBA health and safety protocols,2021-03-27,2021-03-28,1
Terrance Ferguson,placed on IL with lower leg injury,2020-08-03,2021-01-14,164
Terrence Jones,placed on IL with sprained right thumb,2017-02-15,2017-02-23,8
Terrence Jones,placed on IL with illness,2019-03-11,2019-03-13,2
Terrence Jones,placed on IL with nerve inflammation in left leg,2015-01-25,2015-01-28,3
Terrence Jones,placed on IL with injuries suffered in car accident  / concussion,2016-02-04,2016-02-23,19
Terrence Jones,placed on IL with partially collapsed lung,2015-03-27,2015-11-11,229
Terrence Jones,placed on IL with flu,2015-02-10,2015-02-20,10
Terrence Jones,placed on IL with leg injury,2014-11-04,2015-01-12,69
Terrence Jones,placed on IL with illness,2016-12-23,2016-12-26,3
Terrence Jones,placed on IL with illness,2016-03-05,2016-03-14,9
Terrence Jones,placed on IL,2016-04-13,2016-04-18,5
Terrence Ross,placed on IL with medical tests,2020-08-10,2020-08-18,8
Terrence Ross,placed on IL with toe injury,2023-03-01,2023-03-05,4
Terrence Ross,placed on IL with NBA health and safety protocols,2021-12-17,2022-01-01,15
Terrence Ross,placed on IL with sore right knee,2021-03-21,2021-03-30,9
Terrence Ross,placed on IL with sore right knee,2019-11-06,2019-11-10,4
Terrence Ross,placed on IL with left Achilles injury,2019-03-05,2019-03-08,3
Terrence Ross,placed on IL with sprained MCL in right knee and fractured right leg,2017-12-01,2018-04-08,128
Terrence Ross,placed on IL with strained left thumb,2016-03-25,2016-03-30,5
Terrence Ross,placed on IL with left thumb injury,2015-11-10,2015-11-15,5
Terrence Ross,placed on IL with sprained left ankle,2014-03-02,2014-03-07,5
Terrence Ross,placed on IL with right hamstring injury,2020-12-31,2021-01-02,2
Terry Rozier,placed on IL with sprained left ankle,2021-10-20,2021-10-22,2
Terry Rozier,placed on IL with sprained right ankle,2021-10-24,2021-10-31,7
Terry Rozier,placed on IL with NBA health and safety protocols,2021-12-04,2021-12-12,8
Terry Rozier,placed on IL with sprained right ankle,2022-10-23,2022-11-05,13
Terry Rozier,placed on IL with left knee tendinitis,2021-04-13,2021-04-14,1
Terry Rozier,placed on IL with illness,2019-03-14,2019-03-16,2
Terry Rozier,placed on IL with illness,2019-02-13,2019-02-21,8
Terry Rozier,placed on IL,2016-01-27,2016-01-31,4
Terry Rozier,placed on IL,2016-02-03,2016-02-05,2
Terry Rozier,placed on IL with illness,2020-03-11,2020-07-29,140
Terry Rozier,placed on IL,2015-11-20,2015-11-22,2
Terry Rozier,placed on IL with sore left knee,2020-02-12,2020-02-20,8
Terry Rozier,placed on IL with sprained left ankle / sprained left knee,2018-04-03,2018-04-04,1
Terry Rozier,placed on IL with sore left knee,2019-02-27,2019-03-01,2
Terry Rozier,placed on IL,2015-12-30,2016-01-24,25
Terry Rozier,placed on IL for rest,2018-04-11,2018-04-15,4
Terry Taylor,placed on IL with illness,2022-02-11,2022-02-12,1
Thabo Sefolosha,placed on IL with groin injury,2017-01-29,2017-02-24,26
Thabo Sefolosha,placed on IL with ankle injury,2015-11-27,2015-11-28,1
Thabo Sefolosha,placed on IL with left hamstring injury,2019-03-16,2019-03-18,2
Thabo Sefolosha,placed on IL with illness,2019-12-23,2019-12-28,5
Thabo Sefolosha,placed on IL with strained right hamstring,2019-01-07,2019-02-09,33
Thabo Sefolosha,placed on IL with sore right knee,2017-11-17,2017-11-18,1
Thabo Sefolosha,placed on IL with strained right groin,2017-04-01,2017-04-11,10
Thabo Sefolosha,placed on IL with strained left calf,2014-04-04,2014-04-08,4
Thabo Sefolosha,placed on IL with illness,2014-11-26,2014-11-29,3
Thabo Sefolosha,placed on IL with strained right calf,2015-01-31,2015-03-16,44
Thabo Sefolosha,placed on IL with sore right wrist,2016-01-09,2016-01-13,4
Thabo Sefolosha,placed on IL with ankle injury,2015-10-29,2015-10-30,1
Thabo Sefolosha,placed on IL with ankle injury,2015-11-03,2015-11-04,1
Thabo Sefolosha,placed on IL with calf injury,2015-03-18,2015-03-25,7
Thabo Sefolosha,placed on IL with ankle injury,2015-11-06,2015-11-07,1
Thaddeus Young,placed on IL,2017-03-01,2017-03-05,4
Thaddeus Young,placed on IL with sinus infection,2018-04-20,2018-04-22,2
Thaddeus Young,placed on IL with NBA health and safety protocols,2022-01-06,2022-01-11,5
Thaddeus Young,placed on IL with illness,2022-03-03,2022-03-04,1
Thaddeus Young,placed on IL with sprained left wrist,2017-02-04,2017-02-24,20
Thanasis Antetokounmpo,placed on IL with right knee injury,2021-05-18,2021-06-05,18
Thanasis Antetokounmpo,placed on IL with NBA health and safety protocols,2022-01-01,2022-01-05,4
Thanasis Antetokounmpo,placed on IL,2016-02-04,2016-02-05,1
Thanasis Antetokounmpo,placed on IL with illness,2019-11-27,2019-12-02,5
Theo Maledon,placed on IL with left foot injury,2021-05-10,2021-05-13,3
Theo Pinson,placed on IL with fractured finger,2022-02-14,2022-04-04,49
Thomas Bryant,placed on IL,2017-11-22,2017-11-29,7
Thomas Bryant,placed on IL,2018-01-01,2018-01-07,6
Thomas Bryant,placed on IL,2018-01-13,2018-01-21,8
Thomas Bryant,placed on IL,2017-10-19,2017-11-05,17
Thomas Bryant,placed on IL,2018-02-24,2018-03-01,5
Thomas Bryant,placed on IL,2017-11-08,2017-11-15,7
Thomas Bryant,placed on IL with sprained right ankle,2022-02-02,2022-02-04,2
Thomas Bryant,placed on IL,2018-03-30,2018-04-06,7
Thomas Bryant,placed on IL,2017-12-07,2017-12-18,11
Thomas Bryant,placed on IL,2018-01-28,2018-02-08,11
Thomas Bryant,placed on IL with right foot injury,2019-12-03,2020-01-03,31
Thomas Bryant,placed on IL with  surgery on left knee to repair torn ACL,2021-10-19,2022-01-12,85
Thomas Bryant,placed on IL with sore right foot,2020-02-07,2020-02-21,14
Thomas Robinson,placed on IL,2016-10-30,2016-11-02,3
Thomas Robinson,placed on IL with strained patella in left knee,2014-03-01,2014-03-07,6
Thomas Robinson,placed on IL,2017-02-02,2017-02-10,8
Thomas Robinson,placed on IL,2017-02-14,2017-02-24,10
Thomas Robinson,placed on IL with flu,2017-02-28,2017-03-03,3
Thon Maker,placed on IL with strained right groin,2018-03-27,2018-04-07,11
Tiago Splitter,placed on IL,2015-02-04,2015-02-06,2
Tiago Splitter,placed on IL with strained calf,2015-12-28,2016-01-07,10
Tiago Splitter,placed on IL with sprained right shoulder,2014-01-12,2014-02-01,20
Tiago Splitter,placed on IL,2015-12-10,2015-12-12,2
Tiago Splitter,placed on IL with sore right calf,2014-11-06,2014-12-10,34
Tiago Splitter,placed on IL with strained right calf,2014-10-28,2014-11-05,8
Tiago Splitter,placed on IL with strained right calf,2016-10-27,2017-03-28,152
Tiago Splitter,placed on IL with sore right calf,2015-04-05,2015-04-19,14
Tiago Splitter,placed on IL with calf injury,2015-11-07,2015-11-09,2
Tiago Splitter,placed on IL with sore right hip,2015-11-24,2015-12-04,10
Tibor Pleiss,placed on IL,2016-04-08,2016-04-13,5
Tibor Pleiss,placed on IL,2015-11-15,2015-11-28,13
Tibor Pleiss,placed on IL,2015-11-30,2015-12-16,16
Tibor Pleiss,placed on IL,2015-10-31,2015-11-04,4
Tim Duncan,placed on IL for rest,2016-04-13,2016-04-17,4
Tim Duncan,placed on IL,2015-12-07,2015-12-09,2
Tim Duncan,placed on IL for rest,2014-03-22,2014-04-14,23
Tim Duncan,placed on IL for rest,2015-11-27,2015-11-28,1
Tim Duncan,placed on IL for rest,2015-12-16,2015-12-18,2
Tim Duncan,placed on IL with right knee injury,2015-12-26,2016-01-02,7
Tim Duncan,placed on IL for rest,2016-03-26,2016-03-30,4
Tim Duncan,placed on IL,2016-01-21,2016-01-22,1
Tim Duncan,placed on IL with sore right knee,2016-01-25,2016-02-10,16
Tim Duncan,placed on IL for rest,2016-03-08,2016-03-10,2
Tim Duncan,placed on IL for rest,2016-03-05,2016-03-07,2
Tim Duncan,placed on IL,2016-04-10,2016-04-12,2
Tim Frazier,placed on IL with sprained right wrist,2016-12-15,2016-12-16,1
Tim Frazier,placed on IL with illness,2020-01-22,2020-01-24,2
Tim Frazier,placed on IL  surgery to repair fractured nose,2018-02-14,2018-02-22,8
Tim Frazier,placed on IL with strained right shoulder,2019-11-02,2019-11-11,9
Tim Hardaway Jr.,placed on IL with illness,2020-03-06,2020-03-08,2
Tim Hardaway Jr.,placed on IL with sore right ankle,2021-05-02,2021-05-03,1
Tim Hardaway Jr.,placed on IL with illness,2022-12-19,2022-12-21,2
Tim Hardaway Jr.,placed on IL with strained left hamstring,2019-12-31,2020-01-06,6
Tim Hardaway Jr.,placed on IL with hamstring injury,2019-02-02,2019-02-06,4
Tim Hardaway Jr.,placed on IL with illness,2018-12-27,2018-12-29,2
Tim Hardaway Jr.,placed on IL,2018-01-15,2018-01-17,2
Tim Hardaway Jr.,placed on IL with sore left leg,2017-12-03,2018-01-14,42
Tim Hardaway Jr.,placed on IL,2016-12-26,2016-12-28,2
Tim Hardaway Jr.,placed on IL,2015-12-12,2016-01-05,24
Tim Hardaway Jr.,placed on IL,2015-11-30,2015-12-10,10
Tim Hardaway Jr.,placed on IL,2015-11-07,2015-11-13,6
Tim Hardaway Jr.,placed on IL,2015-11-01,2015-11-03,2
Tim Hardaway Jr.,placed on IL,2015-10-27,2015-10-29,2
Tim Hardaway Jr.,placed on IL with concussion,2015-01-02,2015-01-04,2
Tim Hardaway Jr.,placed on IL with tightness in right hamstring,2023-02-13,2023-02-22,9
Tim Hardaway Jr.,placed on IL with left calf injury,2023-03-15,2023-03-17,2
Tim Hardaway Jr.,placed on IL with illness,2023-03-22,2023-03-26,4
Tim Hardaway Jr.,placed on IL with NBA health and safety protocols,2021-12-21,2022-01-01,11
Tim Hardaway Jr.,placed on IL with foot injury,2022-10-25,2022-10-27,2
Tim Quarterman,placed on IL,2016-12-05,2016-12-08,3
Tim Quarterman,placed on IL,2017-04-04,2017-04-06,2
Tim Quarterman,placed on IL,2017-01-29,2017-02-13,15
Tim Quarterman,placed on IL,2017-01-05,2017-01-27,22
Tim Quarterman,placed on IL,2016-12-10,2016-12-13,3
Tim Quarterman,placed on IL,2016-10-25,2016-11-09,15
Timofey Mozgov,placed on IL with left eye contusion,2016-11-02,2016-11-04,2
Timofey Mozgov,placed on IL,2017-03-12,2017-03-17,5
Timofey Mozgov,placed on IL,2017-03-19,2017-03-26,7
Timothe Luwawu-Cabarrot,placed on IL with NBA health and safety protocols,2021-12-22,2022-01-01,10
Timothe Luwawu-Cabarrot,placed on IL with sore right knee,2021-03-01,2021-03-15,14
Timothe Luwawu-Cabarrot,placed on IL with bruised right hip,2021-02-23,2021-02-25,2
Timothe Luwawu-Cabarrot,placed on IL,2018-04-30,2018-04-30,0
Timothe Luwawu-Cabarrot,placed on IL with gastroenteritis,2018-02-02,2018-02-06,4
Timothe Luwawu-Cabarrot,placed on IL,2016-11-21,2016-11-25,4
Tobias Harris,placed on IL with sore left knee,2023-01-14,2023-01-15,1
Tobias Harris,placed on IL with NBA health and safety protocols,2021-11-03,2021-11-11,8
Tobias Harris,placed on IL with right knee injury,2021-05-16,2021-05-23,7
Tobias Harris,placed on IL with illness,2023-03-31,2023-04-01,1
Tobias Harris,placed on IL with sore right knee,2021-04-16,2021-04-22,6
Tobias Harris,placed on IL with bruised right knee,2021-02-26,2021-03-03,5
Tobias Harris,placed on IL with NBA health and safety protocols,2021-01-09,2021-01-14,5
Tobias Harris,placed on IL with sore left ankle,2016-02-07,2016-02-19,12
Tobias Harris,placed on IL,2015-02-11,2015-02-22,11
Tobias Harris,placed on IL with sprained left ankle,2015-01-14,2015-01-21,7
Tobias Harris,placed on IL with left hip injury,2023-04-07,2023-04-15,8
Tobias Harris,placed on IL with sore left hip,2021-11-24,2021-11-27,3
Tomas Satoransky,placed on IL with NBA health and safety protocols,2022-01-02,2022-01-10,8
Tomas Satoransky,placed on IL with illness,2021-04-16,2021-04-17,1
Tomas Satoransky,placed on IL with NBA health and safety protocols,2020-12-31,2021-01-22,22
Toney Douglas,placed on IL,2014-01-17,2014-01-29,12
Toney Douglas,placed on IL,2015-12-14,2015-12-20,6
Tony Allen,placed on IL with fractured fibula in left leg,2017-12-11,2018-01-30,50
Tony Allen,placed on IL with left eye injury,2017-04-04,2017-04-04,0
Tony Allen,placed on IL with right groin / knee injury,2016-11-08,2016-11-18,10
Tony Allen,placed on IL with ankle injury,2015-01-26,2015-01-29,3
Tony Allen,placed on IL with strained left hamstring,2015-03-30,2015-04-19,20
Tony Allen,placed on IL with strained hamstring,2015-05-13,2015-05-15,2
Tony Allen,placed on IL for rest,2015-03-12,2015-03-14,2
Tony Bradley,placed on IL,2017-12-07,2017-12-16,9
Tony Bradley,placed on IL with illness,2019-12-13,2019-12-16,3
Tony Bradley,placed on IL,2018-04-18,2018-04-29,11
Tony Bradley,placed on IL with sprained right knee,2020-01-30,2020-02-04,5
Tony Bradley,placed on IL,2018-01-19,2018-03-07,47
Tony Bradley,placed on IL,2017-12-04,2017-12-05,1
Tony Bradley,placed on IL with concussion,2018-03-13,2018-03-27,14
Tony Bradley,placed on IL,2017-10-25,2017-11-01,7
Tony Bradley,placed on IL with NBA health and safety protocols,2021-12-26,2022-01-06,11
Tony Bradley,placed on IL,2017-10-18,2017-10-24,6
Tony Bradley,placed on IL,2017-12-26,2018-01-15,20
Tony Bradley,placed on IL with NBA health and safety protocols,2021-03-27,2021-03-29,2
Tony Mitchell (LaShae),placed on IL,2014-02-01,2014-02-18,17
Tony Mitchell (LaShae),placed on IL,2014-02-21,2014-02-26,5
Tony Snell,placed on IL with right Achilles injury,2021-02-13,2021-02-17,4
Tony Snell,placed on IL with sprained right ankle,2021-04-11,2021-04-30,19
Tony Snell,placed on IL with sprained left ankle,2016-10-26,2016-10-29,3
Tony Snell,placed on IL with illness,2020-01-24,2020-01-29,5
Tony Snell,placed on IL with right Achilles injury,2021-05-10,2021-05-12,2
Tony Snell,placed on IL with right Achilles injury,2021-05-13,2021-05-16,3
Tony Snell,placed on IL with sprained right foot,2021-10-19,2021-10-31,12
Tony Snell,placed on IL with strained left hip,2019-11-23,2019-11-25,2
Tony Snell,placed on IL with sprained left ankle,2019-03-26,2019-03-28,2
Tony Wroten Jr.,placed on IL with sprained right knee,2014-11-29,2014-12-12,13
Tony Wroten Jr.,placed on IL with knee injury,2015-10-28,2015-12-05,38
Tornike Shengelia,placed on IL,2014-01-06,2014-01-11,5
Torrey Craig,placed on IL with strained right groin,2022-12-02,2022-12-07,5
Torrey Craig,placed on IL with fractured nose,2020-12-29,2021-01-15,17
Torrey Craig,placed on IL,2018-01-13,2018-01-16,3
Torrey Craig,placed on IL with NBA health and safety protocols,2022-01-07,2022-01-10,3
Torrey Craig,placed on IL,2017-12-02,2017-12-15,13
Torrey Craig,placed on IL with hamstring injury,2018-02-15,2018-03-17,30
Torrey Craig,placed on IL,2017-10-18,2017-11-28,41
Torrey Craig,placed on IL with sprained left shoulder,2019-03-14,2019-03-16,2
Toure' Murry / Toure Murry,placed on IL,2014-12-08,2014-12-14,6
Toure' Murry / Toure Murry,placed on IL,2014-10-29,2014-12-03,35
Trae Young,placed on IL with NBA health and safety protocols,2021-12-19,2021-12-27,8
Trae Young,placed on IL with bruised lower back,2022-01-05,2022-01-07,2
Trae Young,placed on IL with right shoulder injury,2022-01-31,2022-02-03,3
Trae Young,placed on IL with sprained right ankle,2019-10-31,2019-11-05,5
Trae Young,placed on IL with bruised left quadricep,2022-03-18,2022-03-20,2
Trae Young,placed on IL with left calf injury,2022-12-28,2022-12-30,2
Trae Young,placed on IL with illness,2023-01-11,2023-01-13,2
Trae Young,placed on IL with sore right ankle,2023-01-30,2023-02-01,2
Trae Young,placed on IL with illness,2023-02-04,2023-02-06,2
Trae Young,placed on IL with illness,2023-04-04,2023-04-05,1
Trae Young,placed on IL with right groin injury,2023-04-08,2023-04-11,3
Trae Young,placed on IL with sprained right ankle,2019-12-28,2020-01-02,5
Trae Young,placed on IL with sprained left ankle,2021-04-22,2021-04-30,8
Trae Young,placed on IL with bruised right calf,2021-02-04,2021-02-06,2
Trae Young,placed on IL with flu,2020-03-06,2020-03-07,1
Trae Young,placed on IL with bruised right thigh,2020-01-22,2020-01-24,2
Trae Young,placed on IL with sore left knee,2021-04-02,2021-04-04,2
Travis Wear,placed on IL,2015-02-09,2015-02-11,2
Travis Wear,placed on IL,2018-03-30,2018-04-01,2
Tre Jones,placed on IL with left foot injury,2023-03-05,2023-03-10,5
Tre Jones,placed on IL with sore left foot,2023-02-03,2023-03-02,27
Tre Jones,placed on IL with stomach illness,2022-11-14,2022-11-15,1
Tre Jones,placed on IL with sore right knee,2022-02-16,2022-02-24,8
Tre Jones,placed on IL with NBA health and safety protocols,2022-01-07,2022-01-19,12
Tre Jones,placed on IL with illness,2023-03-12,2023-03-15,3
Tre Jones,placed on IL with dental ailment,2022-02-09,2022-02-11,2
Tre Mann,placed on IL with back injury,2022-11-14,2022-11-21,7
Tre Mann,placed on IL with NBA health and safety protocols,2021-12-26,2022-01-04,9
Tremont Waters,placed on IL with sprained left knee,2020-03-06,2020-09-05,183
Tremont Waters,placed on IL with NBA health and safety protocols,2022-01-03,2022-01-09,6
Trendon Watford,placed on IL with NBA health and safety protocols,2021-12-24,2022-01-02,9
Trendon Watford,placed on IL with hip injury,2022-10-19,2022-11-05,17
Trendon Watford,placed on IL,2021-11-15,2021-11-24,9
Trendon Watford,placed on IL,2021-10-20,2021-11-14,25
Trendon Watford,placed on IL,2021-11-26,2021-11-29,3
Trent Forrest,placed on IL with concussion,2022-03-30,2022-04-06,7
Trent Forrest,placed on IL with sprained right wrist,2022-03-12,2022-03-21,9
Trent Forrest,placed on IL with sprained right ankle,2022-01-30,2022-02-02,3
Trent Forrest,placed on IL,2021-01-12,2021-01-30,18
Trent Forrest,placed on IL with right knee injury,2020-12-23,2021-01-05,13
Treveon Graham,placed on IL with strained left hamstring,2018-10-20,2018-11-23,34
Treveon Graham,placed on IL with bruised right quadriceps,2017-11-15,2017-11-17,2
Treveon Graham,placed on IL,2018-12-01,2018-12-16,15
Treveon Graham,placed on IL,2018-12-26,2018-12-28,2
Treveon Graham,placed on IL with back spasms,2017-12-18,2017-12-23,5
Treveon Graham,placed on IL with illness,2020-01-02,2020-01-05,3
Treveon Graham,placed on IL,2019-01-02,2019-01-04,2
Treveon Graham,placed on IL with sore back,2019-03-04,2019-03-16,12
Treveon Graham,placed on IL,2018-11-28,2018-11-30,2
